id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
1008;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;comensis;;NA;Cyclotella comensis;;NA;;315;Cyclotella comensis;species;1,690284703;2,462331827;2,662757832;3,268343914;0,413349845;78;1;4;2464;all;NA;c;c;a;b;K;g;a;315;120;NA;NA;NA;NA;NA;315;315;NA;300;Cyclotella comensis;0;could make colonies filament like;diatoms;P6
1009;520202;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;ocellata;;NA;Cyclotella ocellata;;NA;;450;Cyclotella ocellata;species;1,28780173;2,167818635;2,0918779;3,175958055;0,38161646;81;1;4;2472;all;NA;c;c;a;b;K;g;a;450;220;200;NA;NA;NA;NA;450;450;NA;400;Cyclotella ocellata;0;;diatoms;P6
1010;NA;s085;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;operculata;;NA;Cyclotella operculata;;NA;;675;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;all;NA;c;c;a;b;R;g;a;675;320;200;NA;350;NA;NA;NA;NA;NA;600;Cyclotella operculata;0;;diatoms;P6
1011;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;glomerata;;NA;Cyclotella glomerata;;NA;;120;Cyclotella glomerata;species;1,477067525;1,998709995;1,901490814;2,56937391;0,246089867;894;1;3;2470;all;NA;b;c;a;b;R;g;a;120;120;NA;NA;NA;NA;NA;120;120;NA;120;Cyclotella glomerata;0;;diatoms;P6
1012;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;stelligera;;NA;Cyclotella stelligera;;NA;;60;Cyclotella stelligera;species;2,123851641;2,709630946;2,813043665;3,246239995;0,253152796;123;1,088235294;4;2452;all;NA;b;c;a;b;R;g;a;60;50;NA;NA;NA;NA;NA;60;60;NA;60;Cyclotella stelligera;0;;diatoms;P6
1013;520294;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;sp;small;NA;Cyclotella sp;;NA;;75;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;biomass only;NA;b;c;a;b;R;g;a;75;75;NA;NA;NA;NA;NA;75;75;NA;75;Cyclotella small (7 um);0;;diatoms;P6
1014;520291;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;sp;intermediate;NA;Cyclotella sp;;NA;;3500;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;biomass only;NA;c;c;a;b;R;g;a;3500;2000;NA;NA;NA;NA;NA;3500;3500;NA;2000;Cyclotella large;0;;diatoms;P7
1015;520400;s111;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;sp;;NA;Aulacoseira sp;Melosira sp.;NA;;1500;Aulacoseira;genus;1,627365857;2,729859917;2,653044977;4,150142162;0,481259083;6192;1,214724428;7;590863;all;NA;d;c;a;h;R;g;a;1500;1600;800;500;800;NA;NA;1500;1500;1000;500;Aulacoseira sp;1;;diatoms;P8
1016;520101;s110;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;varians;;NA;Melosira varians;;NA;;4600;Melosira varians;species;2,773786445;3,590143355;3,636086515;4,321411998;0,30700124;1015;1;3;2339;all;NA;d;c;a;h;R;g;a;4600;1600;500;NA;NA;NA;NA;4600;4600;NA;1000;Melosira varians;1;;diatoms;P8
1017;520301;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;binderanus;;NA;Stephanodiscus binderanus;Melosira binderana;NA;;175;Stephanodiscus binderanus;species;2,100370545;2,712951485;2,742343396;3,132633611;0,160656345;26;2;3;2329;all;NA;d;c;a;h;K;g;a;175;170;NA;NA;NA;NA;NA;400;400;860;170;Stephanodiscus binderanus;0;;diatoms;P6
1018;NA;s108;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;granulata;;NA;Aulacoseira granulata;Melosira granulata;NA;;800;Aulacoseira granulata;species;1,7770188;2,946153493;2,840733235;4,150142162;0,578821034;739;1,743041224;5;591207;all;NA;d;c;a;h;R;g;a;800;250;800;800;NA;NA;NA;800;800;NA;100;Aulacoseira granulata;1;;diatoms;P8
1019;NA;s109;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;granulata f angustissima;;NA;Melosira granulata f angustissima;Melosira granulata (dünn);NA;;350;Melosira;genus;1,812244697;3,513451518;3,589694979;4,803574892;0,398039375;2066;1,085022026;7;2290;all;NA;d;c;a;h;R;f;a;350;360;200;200;NA;NA;NA;350;350;270;50;Melosira granulata f. angustissima;1;;diatoms;P8
1020;NA;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;islandica;;NA;Aulacoseira islandica;Melosira islandica;NA;;1500;Aulacoseira islandica;species;2,841984805;3,386195243;3,475214551;4,007694883;0,224625914;169;2,306607143;3;591482;all;NA;d;c;a;h;K;g;a;1500;100;NA;NA;NA;NA;NA;1500;1500;NA;150;Melosira islandica;1;;diatoms;P8
1021;NA;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;islandica subsp Helvetica;;NA;Aulacoseira islandica subsp Helvetica;Melosira islandica subsp Helvetica;NA;;400;Aulacoseira;genus;1,627365857;2,729859917;2,653044977;4,150142162;0,481259083;6192;1,214724428;7;590863;all;NA;d;c;a;h;R;g;a;400;240;NA;NA;NA;NA;NA;400;400;NA;300;Aulacoseira islandica subsp. Helvetica;1;;diatoms;P8
1022;NA;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;italica;;NA;Aulacoseira italica;Melosira italica;NA;;2200;Aulacoseira italica;species;1,875061263;2,65869431;2,667059259;3,524197691;0,403849513;1120;1,65;4;591483;all;NA;d;c;a;h;R;g;a;2200;1150;NA;NA;NA;NA;NA;800;800;NA;300;Aulacoseira italica;1;;diatoms;P8
1023;523100;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;sp;;NA;Rhizosolenia sp;;NA;;1300;Rhizosolenia;genus;1,521433504;2,249713007;2,342422681;3,46912069;0,405750843;157;1;3;2879;all;NA;d;c;a;b;K;f;a;1300;840;NA;NA;NA;NA;NA;1300;1300;NA;1000;Rhizosolenia sp;0;;diatoms;P7
1024;523101;s132;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;longiseta;;NA;Rhizosolenia longiseta;;NA;;1300;Rhizosolenia;genus;1,521433504;2,249713007;2,342422681;3,46912069;0,405750843;157;1;3;2879;all;NA;d;c;a;b;K;f;a;1300;840;NA;NA;NA;NA;NA;1300;1300;NA;1000;Rhizosolenia longiseta;0;;diatoms;P7
1025;520300;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;;NA;Stephanodiscus sp;;NA;;90;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;all;NA;c;c;a;b;R;g;a;90;80;NA;NA;NA;NA;NA;90;90;NA;90;Stephanodiscus sp;0;;diatoms;P6
1026;520394;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;small (<7 um);NA;Stephanodiscus sp;;NA;;50;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;biomass only;NA;b;c;a;b;R;g;a;50;50;NA;NA;NA;NA;NA;50;50;NA;50;Stephanodiscus small <7 um;0;;diatoms;P6
1027;520395;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;intermediate (7-15 um);NA;Stephanodiscus sp;;NA;;450;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;biomass only;NA;c;c;a;b;R;g;a;450;190;NA;NA;NA;NA;NA;450;450;NA;350;Stephanodiscus medium 7-15 um;0;;diatoms;P6
1028;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;large;NA;Stephanodiscus sp;;NA;;3100;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;biomass only;NA;c;c;a;b;R;g;a;3100;800;NA;NA;NA;NA;NA;3100;3100;NA;1000;Stephanodiscus large;0;;diatoms;P7
1029;520302;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;alpinus;;NA;Stephanodiscus alpinus;;NA;;3200;Stephanodiscus alpinus;species;2,72427587;3,172898399;3,032618761;4,02542365;0,395563926;43;1;3;2419;all;NA;c;c;a;b;K;g;a;3200;950;2500;1200;NA;NA;NA;3200;3200;NA;1200;Stephanodiscus alpinus;0;;diatoms;P7
1030;520304;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;hantzschii;;NA;Stephanodiscus hantzschii;;NA;;200;Stephanodiscus hantzschii;species;1,944482672;2,759918454;2,652809427;3,640680153;0,366970994;1236;1,011764706;5;2426;all;NA;c;c;a;h;R;g;a;200;150;70;120;40;180;85;200;200;120;200;Stephanodiscus hantzschii;0;;diatoms;P6
1031;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;astraea;;NA;Stephanodiscus astraea;;NA;;9000;Stephanodiscus astraea;species;1,212187604;2,758897226;2,752048448;4,025305865;0,886857452;117;NA;2;2416;all;NA;c;c;a;b;R;g;a;9000;3000;2500;2500;4500;4000;NA;8000;8000;2000;3000;Stephanodiscus astraea;0;;diatoms;P7
1032;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;hantzschii f tenuis;;NA;Stephanodiscus hantzschii f tenuis;Stephanodiscus tenuis;NA;;1100;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;all;NA;c;c;a;b;K;g;a;1100;450;NA;NA;NA;NA;NA;NA;NA;NA;850;Stephanodiscus tenuis;0;;diatoms;P7
1033;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;sp;;NA;Chaetoceros sp;;NA;;800;Chaetoceros;genus;2,187125728;4,008721177;4,425028554;4,599457298;1,021322861;5;1;2;2758;all;NA;c;c;a;b;K;f;a;800;600;NA;NA;NA;NA;NA;800;800;NA;500;Chaetoceros sp;1;;diatoms;P8
1034;NA;s084;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;meneghiniana;;NA;Cyclotella meneghiniana;;NA;;300;Cyclotella meneghiniana;species;1,886490725;2,815786912;2,789580712;3,73469361;0,41296307;1430;1;5;2445;all;NA;b;c;a;b;R;f;a;300;300;NA;NA;NA;NA;NA;300;300;NA;250;Cyclotella meneghiniana;0;;diatoms;P6
1035;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;minutulus;;NA;Stephanodiscus minutulus;Cyclotella minutula;NA;;450;Stephanodiscus minutulus;species;1,881954971;2,410975082;2,404833717;2,764176132;0,22799197;40;1;3;590878;biomass only;NA;c;c;a;b;R;f;a;3500;2000;NA;NA;NA;NA;NA;3500;3500;NA;1500;Cyclotella minutula /Stephanodiscus minutulus;0;;diatoms;P6
1036;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Melosirales;Melosiraceae;Ellerbeckia;arenaria;;NA;Ellerbeckia arenaria;Melosira arenaria;NA;;12500;Ellerbeckia arenaria;species;3,752432609;3,978814434;4,009529684;4,13414522;0,139104241;6;NA;1;591271;all;NA;c;c;a;h;R;g;a;12500;5000;NA;NA;NA;NA;NA;12500;12500;NA;1500;Melosira arenaria;1;;diatoms;P8
1037;NA;s083;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;kuetzingiana;;NA;Cyclotella kuetzingiana;;NA;;300;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;all;NA;b;c;a;b;R;f;NA;300;250;NA;NA;NA;NA;NA;300;300;NA;300;Cyclotella kützingiana;0;;diatoms;P6
1038;520303;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;neoastraea;;NA;Stephanodiscus neoastraea;;NA;;9000;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;all;NA;c;c;a;b;R;f;NA;9000;3500;NA;NA;NA;NA;NA;8000;8000;NA;200;Stephanodiscus neoastrea;0;;diatoms;P7
1039;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;parvus;;NA;Stephanodiscus parvus;;NA;;70;Stephanodiscus parvus;species;1,632052167;2,095840713;2,085821969;2,594059906;0,185054286;387;1;4;590876;all;NA;c;c;a;b;K;g;a;70;140;NA;NA;NA;NA;NA;50;50;NA;70;Stephanodiscus parvus;0;;diatoms;P6
1040;520305;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;medius;;NA;Stephanodiscus medius;;NA;;1250;Stephanodiscus medius;species;1,752048448;3,022860863;3,155782251;4,18414344;0,612079607;223;1;4;590880;all;NA;c;c;a;b;K;g;a;1250;600;NA;NA;NA;NA;NA;1250;1250;NA;800;Stephanodiscus medius;0;;diatoms;P7
1041;NA;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;ambigua;;NA;Aulacoseira ambigua;Melosira ambigua;NA;;800;Aulacoseira ambigua;species;1,876217841;2,691653026;2,701161993;3,631697372;0,38234504;757;2,149937209;5;591194;all;NA;d;c;a;h;K;g;a;800;500;NA;NA;NA;NA;NA;800;800;NA;200;Melosira ambigua;1;;diatoms;P8
1042;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;pseudostelligera;;NA;Cyclotella pseudostelligera;;NA;;400;Cyclotella pseudostelligera;species;1,227886705;1,806300994;1,910090546;2,546542663;0,320555927;103;1;4;2481;all;NA;d;c;a;b;K;f;a;400;300;NA;NA;NA;NA;NA;430;430;NA;NA;Cyclotella pseudostelligera;0;;diatoms;P6
1043;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanocostis;chantaicus;;NA;Stephanocostis chantaicus;;NA;;75;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;a;b;K;f;a;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stephanocostis chantaicus;0;;diatoms;P6
1044;520201;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;cyclopuncta;;NA;Cyclotella cyclopuncta;;NA;;90;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;all;NA;d;c;a;b;K;f;a;90;NA;NA;NA;NA;NA;NA;90;90;NA;NA;Cyclotella cyclopuncta;0;;diatoms;P6
1045;520292;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;sp;(25-35 um);NA;Cyclotella sp;Kieselalgen;NA;;11000;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P7
1046;520293;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;sp;(>35 um);NA;Cyclotella sp;Kieselalgen;NA;;23000;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P7
1047;520295;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;sp;(10-18 um);NA;Cyclotella sp;Kieselalgen;NA;;700;Cyclotella;genus;0,673020907;2,608079354;2,648360011;4,10994958;0,590498963;9334;1,000716065;7;2439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P6
1048;520391;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;(>18-25 um);NA;Stephanodiscus sp;;NA;;4000;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P7
1049;520392;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;(>25-35 um);NA;Stephanodiscus sp;;NA;;11000;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P7
1050;520393;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;sp;(>35 um);NA;Stephanodiscus sp;;NA;;23000;Stephanodiscus;genus;1,212187604;2,887673995;2,783388844;5,189522709;0,690045115;2752;1,002531646;7;2415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;diatoms;P7
1051;520406;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;sp;(>9 um);NA;Aulacoseira sp;;NA;;NA;Aulacoseira;genus;1,627365857;2,729859917;2,653044977;4,150142162;0,481259083;6192;1,214724428;7;590863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;diatoms;P8
1052;520407;;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;sp;(<9 um);NA;Aulacoseira sp;;NA;;NA;Aulacoseira;genus;1,627365857;2,729859917;2,653044977;4,150142162;0,481259083;6192;1,214724428;7;590863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;diatoms;P8
1053;NA;s107;eukaryota;Chromista;Bacillariophyta;Coscinodiscophyceae;Aulacoseirales;Aulacoseiraceae;Aulacoseira;distans;;NA;Aulacoseira distans;Melosira distans;NA;;NA;Aulacoseira distans;species;1,928395852;2,655490902;2,637330092;3,364926034;0,326516805;446;1,666671429;3;591208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;diatoms;P8
1198;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Centrales;;;;intermediate;NA;;;NA;;1500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;c;a;b;K;g;a;1500;750;NA;NA;NA;NA;NA;400;400;NA;400;Centrales intermediate;0;;diatoms;P7
1199;520094;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Centrales;;;;small;NA;;;NA;;100;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;c;a;b;R;f;a;100;150;NA;NA;NA;NA;NA;100;100;NA;100;Centrales small;0;;diatoms;P6
1200;520095;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Centrales;;;;large;NA;;;NA;;1500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;c;a;b;R;g;a;1500;1000;NA;NA;NA;NA;NA;1500;1500;NA;350;Centrales large;0;;diatoms;P7
1201;522500;s076;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Achnanthales;Achnanthaceae;Achnanthes;sp;;NA;Achnanthes sp;;NA;;200;Achnanthes;genus;0,698970004;2,013051105;1,998043086;3,711385379;0,430674229;2146;1;7;3429;all;NA;d;c;a;b;R;c;a;200;150;NA;NA;NA;NA;NA;200;200;NA;20;Achnanthes sp;0;could make chain in benthic environments;diatoms;P6
1202;521800;s079;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiophysales;Catenulaceae;Amphora;sp;;NA;Amphora sp;;NA;;3000;Amphora;genus;0,653212514;2,026652618;1,975431809;4,503450193;0,54667139;2438;1;7;4705;all;NA;c;c;a;b;K;c;a;3000;2000;NA;NA;NA;NA;NA;NA;NA;NA;300;Amphora sp;0;;diatoms;P7
1203;NA;s077;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Thalassiophysales;Catenulaceae;Amphora;ovalis;;NA;Amphora ovalis;;NA;;3000;Amphora ovalis;species;2,10720997;3,089716746;3,096562438;4,070111783;0,468601286;97;1;4;4721;all;NA;c;c;a;b;K;c;a;3000;2000;NA;NA;NA;NA;NA;4000;4000;NA;300;Amphora ovalis;0;;diatoms;P7
1204;523800;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;Amphipleura;sp;;NA;Amphipleura sp;;NA;;3000;Amphipleura;genus;2,225309282;2,728841791;2,696356389;3,395326393;0,286830719;107;1;2;4575;all;NA;d;c;a;b;K;d;a;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;300;Amphipleura sp;0;;diatoms;P7
1205;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;Amphipleura;pellucida;;NA;Amphipleura pellucida;;NA;;3000;Amphipleura pellucida;species;2,225309282;2,713926599;2,692846919;3,395326393;0,283451292;97;1;2;4580;all;NA;d;c;a;b;K;d;a;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;300;Amphipleura pellucida;0;;diatoms;P7
1206;NA;;eukaryota;Chromista;Bacillariophyta;Fragilariophyceae;Tabellariales;Tabellariaceae;Asterionella;sp;;NA;Asterionella sp;;NA;;450;Asterionella;genus;1,903089987;2,621536363;2,730378469;3,362482475;0,316793273;3296;1,160930383;7;3116;all;NA;d;c;a;c;R;f;a;450;800;400;400;400;290;400;400;400;NA;350;Asterionella sp;2;;diatoms;P8
1207;520801;s080;eukaryota;Chromista;Bacillariophyta;Fragilariophyceae;Tabellariales;Tabellariaceae;Asterionella;formosa;;NA;Asterionella formosa;;NA;;450;Asterionella formosa;species;1,954242509;2,610610303;2,730378469;3,362482475;0,313128193;3064;1,359726738;6;3120;all;NA;d;c;a;c;R;f;a;450;800;400;400;400;290;450;450;450;NA;400;Asterionella formosa;2;;diatoms;P8
1208;NA;;eukaryota;Chromista;Bacillariophyta;Fragilariophyceae;Tabellariales;Tabellariaceae;Asterionella;formosa var gracillima;;NA;Asterionella formosa var gracillima;Asterionella gracillima / Diatoma gracillima;NA;;450;Asterionella;genus;1,903089987;2,621536363;2,730378469;3,362482475;0,316793273;3296;1,160930383;7;3116;all;NA;d;c;a;c;R;f;a;450;800;400;400;400;290;NA;200;200;NA;400;Asterionella gracillima;2;;diatoms;P8
1209;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Cocconeidales;Achnanthidiaceae;Achnanthidium;catenatum;;NA;Achnanthidium catenatum;Achnanthes catenata;NA;;50;Achnanthidium;genus;0,720159303;1,647108163;1,694605199;3,033021445;0,356364382;3560;1,01875;5;590864;all;NA;d;c;a;b;R;c;a;50;NA;NA;NA;NA;NA;NA;50;50;NA;NA;Achnanthes catenata;0;;diatoms;P6
1210;523200;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Caloneis;sp;;NA;Caloneis sp;;NA;;1800;Caloneis;genus;1,281033367;2,826843116;2,819543936;4,143451999;0,333747872;356;1;3;4369;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caloneis sp;0;;diatoms;P7
1211;523300;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Surirellales;Surirellaceae;Campylodiscus;sp;;NA;Campylodiscus sp;;NA;;30000;Campylodiscus;genus;3,895089791;4,747468701;4,678940434;5,782346295;0,627900032;6;1;2;5401;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Campylodiscus sp;0;;diatoms;P7
1212;520710;;eukaryota;Chromista;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Hannaea;arcus;;NA;Hannaea arcus;Fragilaria arcus / Ceratoneis arcus;NA;;1200;Hannaea arcus;species;2,247973266;2,72245304;2,723455672;3,240299582;0,227500772;163;1;3;3322;all;NA;d;c;a;h;K;c;a;1200;NA;NA;NA;NA;NA;NA;1200;1200;NA;NA;Hannaea arcus;0;;diatoms;P7
1213;NA;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Cocconeidales;Achnanthidiaceae;Achnanthidium;minutissimum;;NA;Achnanthidium minutissimum;Achnanthes minutissima;NA;;50;Achnanthidium minutissimum;species;0,720159303;1,575329398;1,653212514;2,328379603;0,32548304;2320;1,019230769;5;591164;all;NA;d;c;a;b;R;c;a;50;NA;NA;NA;NA;NA;NA;50;50;NA;NA;Achnanthes minutissima;0;;diatoms;P6
