"","date","id_CH","abundance","unit","depth","order","genus","species","volume_um.3","kremer_key","mdn_nu.biovol","volume_um.3.1","species_buergi","occurrences","lake"
"14",1986-04-14,1,10000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"15",1986-04-14,2,1800000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"16",1986-04-28,1,60000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"17",1986-05-12,1,8e+06,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"18",1986-09-15,4,1200000,"indv./L","0_13m","Burkholderiales","Lampropedia","hyalina",NA,"",NA,10,"Lampropedia hyalina",1,"HAL"
"19",1986-10-13,4,120000,"indv./L","0_13m","Burkholderiales","Lampropedia","hyalina",NA,"",NA,10,"Lampropedia hyalina",1,"HAL"
"20",1986-11-10,1,1.4e+07,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"21",1986-11-24,1,28000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"22",1986-11-24,2,9600000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"23",1986-12-15,2,9100000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"24",1987-02-16,1,320000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"25",1987-03-16,1,340000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"26",1987-04-27,2,4e+06,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"27",1987-11-09,1,460000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"28",1987-11-23,1,5e+05,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"29",1987-12-14,1,40000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"30",1988-03-14,1,9400,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"31",1988-05-16,1,22000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"32",1988-05-16,2,5600,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"33",1988-09-14,50,370000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
"34",1989-01-30,2,1800,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"35",1989-03-28,2,22000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"36",1989-04-17,1,24000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"37",1989-07-24,2,3500,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"38",1989-08-14,2,14000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"39",1989-09-11,2,11000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"40",1989-10-09,1,150000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"41",1989-10-09,2,230000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"42",1989-11-06,1,120000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"43",1989-11-06,2,150000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"44",1989-12-04,2,140000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"45",1990-01-08,2,470000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"46",1990-02-19,2,82000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"47",1990-04-02,2,43000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"48",1990-07-23,2,27000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"49",1990-08-20,2,62000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"50",1990-09-17,2,24000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"51",1990-09-17,50,170000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
